Photo ID,WR plate no,Negative no,AML no,Attribution
184,234,,725755,"Webster"
185,235,,725733,"Museum"
186,236,,725739,"Webster"
187,237,,725735,"Webster"
188,238,,725741,"Webster"
189,239,,725740,"Webster"
190,240,,725732,"Webster"
191,241,,725738,"Webster"
192,242,,725736,"Webster"
193,243,,725742,"Webster"
194,244,,725734,"Webster"
195,245,,725737,"Webster"
196,360,,722015,"Museum"
197,361,,722018,"Museum"
198,362,,722016,"Museum"
199,363,,722017,"Museum"
200,390,,767028,"Webster"
201,391,,770838,"Webster"
202,412,,776028,
203,413,,776028,
204,414,,776027,
205,491,,7716452,"Brown"
206,491,,790301,"Brown"
207,491,,7716450,"Brown"
208,491,,790303,"Brown"
209,491,,7716454,"Brown"
210,491,,7716453,"Brown"
211,491,,790300,"Brown"
212,492,,681677,"Webster"
213,493,,681677,"Webster"
214,494,,787305,"Webster"
215,494,,781850,"Webster"
216,494,,781849,"Webster"
217,495,,760278,"Webster"
218,495,,760285,"Webster"
219,495,,760289,"Webster"
220,495,,760290,"Webster"
221,496,,767035,"Webster"
222,496,,767029,"Webster"
223,496,,767039,"Webster"
224,496,,767042,"Webster"
225,498,,760265,"Webster"
226,498,,760271,"Webster"
227,497,,725630,"Webster"
228,497,,725614,"Webster"
229,499,,681701,"Webster"
230,500,,777292,"Webster"
231,675,,78000620,"Baths Basilica"
232,675,,78000621,"Baths Basilica"
233,675,,78000622,"Baths Basilica"
234,675,,78000623,"Baths Basilica"
235,675,,78000624,"Baths Basilica"
236,675,,78000625,"Baths Basilica"
237,675,,78000626,"Baths Basilica"
238,675,,78000627,"Baths Basilica"
239,675,,78000628,"Baths Basilica"
240,675,,78000629,"Baths Basilica"
241,675,,78000630,"Baths Basilica"
242,675,,78000631,"Baths Basilica"
243,676,,78000600,"Baths Basilica"
244,676,,78000601,"Baths Basilica"
245,676,,78000602,"Baths Basilica"
246,676,,78000603,"Baths Basilica"
247,676,,78000604,"Baths Basilica"
248,676,,78000605,"Baths Basilica"
249,676,,78000606,"Baths Basilica"
250,676,,78000607,"Baths Basilica"
251,676,,78000608,"Baths Basilica"
252,676,,78000609,"Baths Basilica"
253,676,,78000610,"Baths Basilica"
254,676,,78000611,"Baths Basilica"
255,676,,78000612,"Baths Basilica"
256,676,,78000613,"Baths Basilica"
257,676,,78000614,"Baths Basilica"
258,676,,78000615,"Baths Basilica"
259,676,,78000616,"Baths Basilica"
260,676,,78000617,"Baths Basilica"
261,676,,78000618,"Baths Basilica"
262,676,,78000619,"Baths Basilica"
263,680,,787153,"Webster"
264,680,,787104,"Webster"
265,680,,787156,"Webster"
266,680,,787171,"Webster"
267,680,,787152,"Webster"
268,680,,785448,"Webster"
269,680,,785459,"Webster"
270,680,,785471,"Webster"
271,681,,785840,"Webster"
272,681,,785850,"Webster"
273,681,,785847,"Webster"
274,681,,785856,"Webster"
275,681,,785858,"Webster"
276,681,,785859,"Webster"
277,681,,785864,"Webster"
278,681,,785865,"Webster"
279,682,,767032,"Webster"
280,682,,787007,"Webster"
281,682,,787011,"Webster"
282,682,,725758,"Webster"
283,682,,786874,"Webster"
284,682,,725725,"Webster"
285,683,,785518,"Webster"
286,684,"A860012",785465,"Webster"
287,685,,7410190,"Baths Basilica"
288,685,,7410195,"Baths Basilica"
289,685,,7410179,"Baths Basilica"
290,685,,7410189,"Baths Basilica"
291,685,,743304,"Baths Basilica"
292,685,,7410157,"Baths Basilica"
293,685,,7410185,"Baths Basilica"
294,685,,7410186,"Baths Basilica"
295,685,,7410193,"Baths Basilica"
296,685,,7410188,"Baths Basilica"
297,686,,7312177,"Baths Basilica"
298,686,,7312159,"Baths Basilica"
299,686,,7312165,"Baths Basilica"
300,686,,7312176,"Baths Basilica"
301,686,,7312151,"Baths Basilica"
302,686,,7312143,"Baths Basilica"
303,686,,7312167,"Baths Basilica"
304,687,,7312110,"Baths Basilica"
305,687,,7312117,"Baths Basilica"
306,687,,7312119,"Baths Basilica"
307,687,,7312121,"Baths Basilica"
308,687,,7312120,"Baths Basilica"
309,687,,7312123,"Baths Basilica"
1041,733,,785803,"Webster"
1042,733,,785816,"Webster"
1043,733,,786385,"Webster"
1044,733,,767034,"Webster"
1045,733,,786827,"Webster"
1046,733,,786839,"Webster"
1047,733,,785792,"Webster"
1048,733,,786828,"Webster"
1049,733,,786386,"Webster"
1050,677,,790319,"Brown"
1051,764,,765306,"Brown"
1052,764,,7716449,"Brown"
1053,764,,7716451,"Brown"
1054,764,,7716484,"Brown"
1055,764,,7716489,"Brown"
1056,764,,7716491,"Brown"
1057,764,,7716492,"Brown"
1058,764,,7716493,"Brown"
1059,764,,7716494,"Brown"
1060,764,,7716495,"Brown"
1061,764,,7716499,"Brown"
1062,764,,7716510,"Brown"
1063,764,,7716512,"Brown"
1064,764,,791927,"Brown"
1065,764,,791926,"Brown"
1066,764,,791931,"Brown"
1067,764,,7716501,"Brown"
1068,765,,790278,"Brown"
1069,765,,776505,"Brown"
1070,765,,7716456,"Brown"
1071,765,,790352,"Brown"
1072,765,,790302,"Brown"
1073,765,,790296,"Brown"
1074,765,,790316,"Brown"
